cpu_key,cpu_label,passmark_multi,passmark_single,cores,release_year,source
intel core i9 11900h,Intel Core i9-11900H @ 2.50GHz,19813,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen ai 5 pro 435,AMD Ryzen AI 5 PRO 435,19755,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon silver 4310,Intel Xeon Silver 4310 @ 2.10GHz,19751,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i5 12500e,Intel Core i5-12500E,19734,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i9 10900f,Intel Core i9-10900F @ 2.80GHz,19732,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i5 12500,Intel Core i5-12500,19725,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 7 pro 4700g,AMD Ryzen 7 PRO 4700G,19715,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i7 11850h,Intel Core i7-11850H @ 2.50GHz,19696,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i7 1370p,Intel Core i7-1370P,19680,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i7 11800h,Intel Core i7-11800H @ 2.30GHz,19657,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 5 5600g,AMD Ryzen 5 5600G,19650,,6,2021,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 7 7445h,AMD Ryzen 7 7445H,19643,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 7 4700ge,AMD Ryzen 7 4700GE,19636,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 5 230,AMD Ryzen 5 230,19616,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon e5 2686 v4,Intel Xeon E5-2686 v4 @ 2.30GHz,19587,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen ai 5 340,AMD Ryzen AI 5 340,19584,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i5 12400f,Intel Core i5-12400F,19574,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core ultra 7 256v,Intel Core Ultra 7 256V,19566,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon w 1350p,Intel Xeon W-1350P @ 4.00GHz,19550,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i7 1370pre,Intel Core i7-1370PRE,19547,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i7 12700te,Intel Core i7-12700TE,19543,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 3451,AMD EPYC 3451,19532,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon e 2386g,Intel Xeon E-2386G @ 3.50GHz,19521,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i5 11600k,Intel Core i5-11600K @ 3.90GHz,19485,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 7 pro 5800h,AMD Ryzen 7 PRO 5800H,19461,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 7 5800hs,AMD Ryzen 7 5800HS,19432,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel coret i5 1350p,Intel CoreT i5-1350P,19429,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon w 1290e,Intel Xeon W-1290E @ 3.50GHz,19424,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon w 2245,Intel Xeon W-2245 @ 3.90GHz,19407,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i5 11600kf,Intel Core i5-11600KF @ 3.90GHz,19405,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core ultra 7 268v,Intel Core Ultra 7 268V,19384,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core ultra 7 266v,Intel Core Ultra 7 266V,19378,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon d 2183it,Intel Xeon D-2183IT @ 2.20GHz,19377,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i9 9900ks,Intel Core i9-9900KS @ 4.00GHz,19368,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon gold 6137,Intel Xeon Gold 6137 @ 3.90GHz,19365,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i7 14701te,Intel Core i7-14701TE,19358,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 5 7640s,AMD Ryzen 5 7640S,19339,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 5 5600f,AMD Ryzen 5 5600F,19265,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 5 5500,AMD Ryzen 5 5500,19254,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i7 1370pe,Intel Core i7-1370PE,19254,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon e5 2690 v4,Intel Xeon E5-2690 v4 @ 2.60GHz,19233,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 5 pro 5655g,AMD Ryzen 5 PRO 5655G,19212,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen ai 5 pro 340,AMD Ryzen AI 5 PRO 340,19211,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i9 10900,Intel Core i9-10900 @ 2.80GHz,19083,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon d 2752ter,Intel Xeon D-2752TER @ 1.80GHz,19074,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 5 pro 230,AMD Ryzen 5 PRO 230,19059,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 5 5500gt,AMD Ryzen 5 5500GT,19015,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon e5 2695 v4,Intel Xeon E5-2695 v4 @ 2.10GHz,18936,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core ultra 7 258v,Intel Core Ultra 7 258V,18919,,8,2024,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen ai 5 435,AMD Ryzen AI 5 435,18893,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon silver 4309y,Intel Xeon Silver 4309Y @ 2.80GHz,18887,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon e5 2698 v3,Intel Xeon E5-2698 v3 @ 2.30GHz,18862,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon gold 6244,Intel Xeon Gold 6244 @ 3.60GHz,18817,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i5 12400,Intel Core i5-12400,18809,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i9 10900e,Intel Core i9-10900E @ 2.80GHz,18785,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 5 pro 7545u,AMD Ryzen 5 PRO 7545U,18744,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 9 4900hs,AMD Ryzen 9 4900HS,18743,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 9 4900h,AMD Ryzen 9 4900H,18738,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon w 1270p,Intel Xeon W-1270P @ 3.80GHz,18664,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 7 7445hs,AMD Ryzen 7 7445HS,18652,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon w 1270e,Intel Xeon W-1270E @ 3.40GHz,18635,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon w 1350,Intel Xeon W-1350 @ 3.30GHz,18606,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i5 1350p,Intel Core i5-1350P,18597,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 5 220,AMD Ryzen 5 220,18586,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 5 pro 6650h,AMD Ryzen 5 PRO 6650H,18559,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 5 7540u,AMD Ryzen 5 7540U,18544,,6,2023,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon e5 2676 v4,Intel Xeon E5-2676 v4 @ 2.40GHz,18537,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i7 10700k,Intel Core i7-10700K @ 3.80GHz,18519,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 5 3600xt,AMD Ryzen 5 3600XT,18513,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i5 1340pe,Intel Core i5-1340PE,18490,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 7 pro 4750ge,AMD Ryzen 7 PRO 4750GE,18454,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 7252,AMD EPYC 7252,18414,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon w 1290t,Intel Xeon W-1290T @ 1.90GHz,18409,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon w3 2425,Intel Xeon w3-2425,18409,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 7 pro 7735u,AMD Ryzen 7 Pro 7735U,18404,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core ultra 5 238v,Intel Core Ultra 5 238V,18404,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i5 1340p,Intel Core i5-1340P,18391,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon e 2356g,Intel Xeon E-2356G @ 3.20GHz,18391,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core ultra 5 236v,Intel Core Ultra 5 236V,18378,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i5 1250p,Intel Core i5-1250P,18377,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon 6333p,Intel Xeon 6333P,18374,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen z1,AMD Ryzen Z1,18370,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i5 1250pe,Intel Core i5-1250PE,18365,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i7 1360p,Intel Core i7-1360P,18349,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i9 11900t,Intel Core i9-11900T @ 1.50GHz,18349,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 5 8540u,AMD Ryzen 5 8540U,18339,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon silver 4509y,Intel Xeon Silver 4509Y,18337,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i7 10700kf,Intel Core i7-10700KF @ 3.80GHz,18320,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i7 1265ul,Intel Core i7-1265UL,18294,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core 5 210h,Intel Core 5 210H,18282,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core ultra 5 228v,Intel Core Ultra 5 228V,18274,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon w 3225,Intel Xeon W-3225 @ 3.70GHz,18251,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon e7 8880 v3,Intel Xeon E7-8880 v3 @ 2.30GHz,18244,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon gold 5120,Intel Xeon Gold 5120 @ 2.20GHz,18243,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 5 pro 8540u,AMD Ryzen 5 PRO 8540U,18218,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 5 6600h,AMD Ryzen 5 6600H,18199,,6,2022,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon e5 2697 v3,Intel Xeon E5-2697 v3 @ 2.60GHz,18195,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 9 5900hs creator edition,AMD Ryzen 9 5900HS Creator Edition,18169,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon e5 2686 v3,Intel Xeon E5-2686 v3 @ 2.00GHz,18148,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 4124p,AMD EPYC 4124P,18139,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i7 9800x,Intel Core i7-9800X @ 3.80GHz,18136,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen ai 7 445,AMD Ryzen AI 7 445,18132,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 5 pro 220,AMD Ryzen 5 PRO 220,18130,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon gold 5120t,Intel Xeon Gold 5120T @ 2.20GHz,18127,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 5 3600x,AMD Ryzen 5 3600X,18123,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i3 1320pre,Intel Core i3-1320PRE,18081,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon d 2187nt,Intel Xeon D-2187NT @ 2.00GHz,18070,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 5 pro 5655ge,AMD Ryzen 5 PRO 5655GE,18063,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 5 pro 5650ge,AMD Ryzen 5 PRO 5650GE,18058,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i9 9900k,Intel Core i9-9900K @ 3.60GHz,18052,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon gold 6144,Intel Xeon Gold 6144 @ 3.50GHz,18030,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 5 pro 215,AMD Ryzen 5 PRO 215,18020,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 5 5600ge,AMD Ryzen 5 5600GE,18011,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 5 150,AMD Ryzen 5 150,18001,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i9 9900kf,Intel Core i9-9900KF @ 3.60GHz,17999,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon w 2145,Intel Xeon W-2145 @ 3.70GHz,17993,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 7 5800u,AMD Ryzen 7 5800U,17985,,8,2021,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i5 11600,Intel Core i5-11600 @ 2.80GHz,17968,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon e5 2666 v4,Intel Xeon E5-2666 v4 @ 2.80GHz,17958,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 7 pro 7730u,AMD Ryzen 7 PRO 7730U,17943,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon gold 6234,Intel Xeon Gold 6234 @ 3.30GHz,17926,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 7 4800hs,AMD Ryzen 7 4800HS,17911,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core ultra 7 255u,Intel Core Ultra 7 255U,17911,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 7 4800h,AMD Ryzen 7 4800H,17886,,8,2020,PassMark (passmark_single_cpu_intel_amd.csv)
intel core ultra 5 226v,Intel Core Ultra 5 226V,17877,,8,2024,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 7 5825u,AMD Ryzen 7 5825U,17863,,8,2022,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon phi 7290,Intel Xeon Phi 7290 @ 1.50GHz,17839,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core 5 120,Intel Core 5 120,17838,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon d 1736nt,Intel Xeon D-1736NT @ 2.70GHz,17826,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon e5 2687w v4,Intel Xeon E5-2687W v4 @ 3.00GHz,17796,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core ultra 5 225u,Intel Core Ultra 5 225U,17742,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 7203,AMD EPYC 7203,17717,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd epyc 7232p,AMD EPYC 7232P,17712,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i5 12450hx,Intel Core i5-12450HX,17708,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 5 6600hs creator edition,AMD Ryzen 5 6600HS Creator Edition,17673,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 5 3600,AMD Ryzen 5 3600,17663,,6,2019,PassMark (passmark_single_cpu_intel_amd.csv)
amd 4700s,AMD 4700S,17652,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 7 5800hs creator edition,AMD Ryzen 7 5800HS Creator Edition,17636,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon w 11865mre,Intel Xeon W-11865MRE @ 2.60GHz,17634,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 5 7535hs,AMD Ryzen 5 7535HS,17627,,6,2023,PassMark (passmark_single_cpu_intel_amd.csv)
intel core ultra 7 265u,Intel Core Ultra 7 265U,17615,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon e5 2682 v4,Intel Xeon E5-2682 v4 @ 2.50GHz,17593,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core 3 100hl,Intel Core 3 100HL,17586,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i7 6950x,Intel Core i7-6950X @ 3.00GHz,17556,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon w 1270,Intel Xeon W-1270 @ 3.40GHz,17550,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core ultra 5 235u,Intel Core Ultra 5 235U,17547,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon gold 6126,Intel Xeon Gold 6126 @ 2.60GHz,17492,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon silver 4214r,Intel Xeon Silver 4214R @ 2.40GHz,17489,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon e5 2680r v4,Intel Xeon E5-2680R v4 @ 2.40GHz,17487,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon w 11555mre,Intel Xeon W-11555MRE @ 2.60GHz,17484,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen embedded v2748,AMD Ryzen Embedded V2748,17471,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 7 4980u microsoft surface edition,AMD Ryzen 7 4980U Microsoft Surface Edition,17469,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 5 pro 7540u,AMD Ryzen 5 PRO 7540U,17458,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon e5 2683 v4,Intel Xeon E5-2683 v4 @ 2.10GHz,17450,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 7 2700x,AMD Ryzen 7 2700X,17434,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon e 2288g,Intel Xeon E-2288G @ 3.70GHz,17432,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon e5 4669 v3,Intel Xeon E5-4669 v3 @ 2.10GHz,17430,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i5 12600t,Intel Core i5-12600T,17408,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon w 11855m,Intel Xeon W-11855M @ 3.20GHz,17336,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon w 2140b,Intel Xeon W-2140B @ 3.20GHz,17283,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel atom p5362,Intel Atom P5362,17276,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 7 7730u,AMD Ryzen 7 7730U,17237,,8,2023,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 5 pro 3600,AMD Ryzen 5 PRO 3600,17196,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon e5 2680 v4,Intel Xeon E5-2680 v4 @ 2.40GHz,17191,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 5 4400g,AMD Ryzen 5 4400G,17160,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon e 2378,Intel Xeon E-2378 @ 2.60GHz,17151,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i7 7820x,Intel Core i7-7820X @ 3.60GHz,17148,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 7 4850u mobile,AMD Ryzen 7 4850U Mobile,17110,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon e5 2689 v4,Intel Xeon E5-2689 v4 @ 3.10GHz,17099,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i5 11500,Intel Core i5-11500 @ 2.70GHz,17080,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i5 11500b,Intel Core i5-11500B @ 3.30GHz,17075,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 7 pro 2700x,AMD Ryzen 7 PRO 2700X,16959,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon d 1848ter,Intel Xeon D-1848TER @ 2.00GHz,16952,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 5 6600u,AMD Ryzen 5 6600U,16946,,6,2022,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon w 3223,Intel Xeon W-3223 @ 3.50GHz,16930,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i5 13420h,Intel Core i5-13420H,16907,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon gold 5117,Intel Xeon Gold 5117 @ 2.00GHz,16897,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i5 11400f,Intel Core i5-11400F @ 2.60GHz,16886,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen threadripper 1900x,AMD Ryzen Threadripper 1900X,16839,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core ultra 5 125u,Intel Core Ultra 5 125U,16788,,12,2024,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 5 7535u,AMD Ryzen 5 7535U,16743,,6,2023,PassMark (passmark_single_cpu_intel_amd.csv)
intel core ultra 7 165u,Intel Core Ultra 7 165U,16708,,12,2024,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon gold 5118,Intel Xeon Gold 5118 @ 2.30GHz,16699,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 7 pro 5875u,AMD Ryzen 7 PRO 5875U,16669,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i5 11500he,Intel Core i5-11500HE @ 2.60GHz,16666,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon e5 2695 v3,Intel Xeon E5-2695 v3 @ 2.30GHz,16632,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i5 11400,Intel Core i5-11400 @ 2.60GHz,16629,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core ultra 5 135u,Intel Core Ultra 5 135U,16626,,12,2024,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 7 pro 5850u,AMD Ryzen 7 PRO 5850U,16610,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon e 2278g,Intel Xeon E-2278G @ 3.40GHz,16575,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 7 extreme edition,AMD Ryzen 7 Extreme Edition,16562,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core 7 350,Intel Core 7 350,16501,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i7 1260p,Intel Core i7-1260P,16492,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon gold 6134,Intel Xeon Gold 6134 @ 3.20GHz,16492,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon e7 4809 v2,Intel Xeon E7-4809 v2 @ 1.90GHz,16471,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon silver 4214,Intel Xeon Silver 4214 @ 2.20GHz,16452,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon silver 4214y,Intel Xeon Silver 4214Y @ 2.20GHz,16442,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 5 pro 4400g,AMD Ryzen 5 PRO 4400G,16401,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i7 1270pe,Intel Core i7-1270PE,16398,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 5 5600h,AMD Ryzen 5 5600H,16394,,6,2021,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 7 4800u,AMD Ryzen 7 4800U,16385,,8,2020,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i5 12500t,Intel Core i5-12500T,16361,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon gold 5215,Intel Xeon Gold 5215 @ 2.20GHz,16304,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 9 4950u mobile,AMD Ryzen 9 4950U Mobile,16290,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon e5 2698b v3,Intel Xeon E5-2698B v3 @ 2.00GHz,16287,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i9 9900,Intel Core i9-9900 @ 3.10GHz,16271,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 7 1800x,AMD Ryzen 7 1800X,16267,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon e5 4650 v4,Intel Xeon E5-4650 v4 @ 2.20GHz,16225,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 5 pro 4655g,AMD Ryzen 5 PRO 4655G,16220,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon e 2336,Intel Xeon E-2336 @ 2.90GHz,16209,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon platinum 8151,Intel Xeon Platinum 8151 @ 3.40GHz,16208,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon d 2733nt,Intel Xeon D-2733NT @ 2.10GHz,16206,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core ultra 7 155u,Intel Core Ultra 7 155U,16187,,12,2024,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i7 1270p,Intel Core i7-1270P,16186,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i7 10700e,Intel Core i7-10700E @ 2.90GHz,16172,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i3 12300he,Intel Core i3-12300HE,16131,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon 6325p,Intel Xeon 6325P,16117,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon e5 2669 v3,Intel Xeon E5-2669 v3 @ 2.30GHz,16107,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i7 10700f,Intel Core i7-10700F @ 2.90GHz,16098,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon e5 2690 v3,Intel Xeon E5-2690 v3 @ 2.60GHz,16057,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 5 pro 6650u,AMD Ryzen 5 PRO 6650U,16041,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon e 2278ge,Intel Xeon E-2278GE @ 3.30GHz,16023,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core 5 320,Intel Core 5 320,16019,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd ryzen 5 pro 4650g,AMD Ryzen 5 PRO 4650G,16003,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i7 10700,Intel Core i7-10700 @ 2.90GHz,16003,,,,PassMark (passmark_single_cpu_intel_amd.csv)
