cpu_key,cpu_label,passmark_multi,passmark_single,cores,release_year,source
intel xeon l7455,Intel Xeon L7455 @ 2.13GHz,2494,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i7 4500u,Intel Core i7-4500U @ 1.80GHz,2489,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd athlon ii x4 655,AMD Athlon II X4 655,2487,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i5 4300u,Intel Core i5-4300U @ 1.90GHz,2487,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd opteron 8439 se,AMD Opteron 8439 SE,2479,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i7 4560u,Intel Core i7-4560U @ 1.60GHz,2473,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core m3 7y30,Intel Core m3-7Y30 @ 1.00GHz,2467,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd phenom ii x4 b50,AMD Phenom II X4 B50,2466,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd a8 8600p,AMD A8-8600P,2464,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i5 3210m,Intel Core i5-3210M @ 2.50GHz,2464,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd phenom ii x4 840,AMD Phenom II X4 840,2463,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon d 1602,Intel Xeon D-1602 @ 2.50GHz,2459,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i7 3667u,Intel Core i7-3667U @ 2.00GHz,2458,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i7 4650u,Intel Core i7-4650U @ 1.70GHz,2458,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel celeron n4100,Intel Celeron N4100 @ 1.10GHz,2455,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i3 3250,Intel Core i3-3250 @ 3.50GHz,2454,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel celeron 7305e,Intel Celeron 7305E,2451,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i5 5250u,Intel Core i5-5250U @ 1.60GHz,2449,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel pentium g3470,Intel Pentium G3470 @ 3.60GHz,2448,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i7 4610y,Intel Core i7-4610Y @ 1.70GHz,2446,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon e5606,Intel Xeon E5606 @ 2.13GHz,2443,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel celeron n4120,Intel Celeron N4120 @ 1.10GHz,2441,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i7 8500y,Intel Core i7-8500Y @ 1.50GHz,2437,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon x3360,Intel Xeon X3360 @ 2.83GHz,2436,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel celeron g4920,Intel Celeron G4920 @ 3.20GHz,2435,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core2 extreme x9650,Intel Core2 Extreme X9650 @ 3.00GHz,2434,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd athlon ii x4 651 quad core,AMD Athlon II X4 651 Quad-Core,2433,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd a8 3850 apu,AMD A8-3850 APU,2432,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel atom c3558,Intel Atom C3558 @ 2.20GHz,2431,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd phenom ii x4 b95,AMD Phenom II X4 B95,2427,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd a12 9700p,AMD A12-9700P,2426,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon x5450,Intel Xeon X5450 @ 3.00GHz,2426,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i5 4350u,Intel Core i5-4350U @ 1.40GHz,2425,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i7 2620m,Intel Core i7-2620M @ 2.70GHz,2425,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i7 2640m,Intel Core i7-2640M @ 2.80GHz,2425,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i3 3245,Intel Core i3-3245 @ 3.40GHz,2419,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd athlon ii x4 553,AMD Athlon II X4 553,2418,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd phenom ii x4 945,AMD Phenom II X4 945,2418,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd phenom ii x4 b35,AMD Phenom II X4 B35,2417,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon l3360,Intel Xeon L3360 @ 2.83GHz,2412,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd 3020e,AMD 3020e,2404,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel celeron g5905t,Intel Celeron G5905T @ 3.30GHz,2401,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd a8 3870k apu,AMD A8-3870K APU,2400,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel pentium g4500t,Intel Pentium G4500T @ 3.00GHz,2399,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i5 2560m,Intel Core i5-2560M @ 2.70GHz,2397,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd a8 6500 apu,AMD A8-6500 APU,2395,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon x3363,Intel Xeon X3363 @ 2.83GHz,2392,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i5 661,Intel Core i5-661 @ 3.33GHz,2387,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd phenom ii x4 940,AMD Phenom II X4 940,2386,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core2 quad q9550,Intel Core2 Quad Q9550 @ 2.83GHz,2386,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i7 3517ue,Intel Core i7-3517UE @ 1.70GHz,2384,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd athlon ii x4 645,AMD Athlon II X4 645,2383,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd opteron 4170 he,AMD Opteron 4170 HE,2382,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel celeron g4900,Intel Celeron G4900 @ 3.10GHz,2380,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd phenom ii x4 977,AMD Phenom II X4 977,2377,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i5 660,Intel Core i5-660 @ 3.33GHz,2377,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon e5 2403,Intel Xeon E5-2403 @ 1.80GHz,2367,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon e5440,Intel Xeon E5440 @ 2.83GHz,2367,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd phenom ii x4 840t,AMD Phenom II X4 840T,2366,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i7 860s,Intel Core i7-860S @ 2.53GHz,2365,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel atom t5700,Intel Atom T5700 @ 1.70GHz,2363,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd phenom ii x4 960t,AMD Phenom II X4 960T,2358,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i3 3240,Intel Core i3-3240 @ 3.40GHz,2355,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel pentium 6405u,Intel Pentium 6405U @ 2.40GHz,2355,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i7 3537u,Intel Core i7-3537U @ 2.00GHz,2351,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i3 6102e,Intel Core i3-6102E @ 1.90GHz,2349,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core m7 6y75,Intel Core m7-6Y75 @ 1.20GHz,2346,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i5 2540m,Intel Core i5-2540M @ 2.60GHz,2344,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core m5 6y57,Intel Core m5-6Y57 @ 1.10GHz,2344,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd opteron 4130,AMD Opteron 4130,2342,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd phenom ii x4 b40,AMD Phenom II X4 B40,2341,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel celeron g3950,Intel Celeron G3950 @ 3.00GHz,2336,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon e5 2603,Intel Xeon E5-2603 @ 1.80GHz,2335,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon e5472,Intel Xeon E5472 @ 3.00GHz,2333,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon x3430,Intel Xeon X3430 @ 2.40GHz,2333,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon x5365,Intel Xeon X5365 @ 3.00GHz,2331,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel pentium g4400t,Intel Pentium G4400T @ 2.90GHz,2330,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd a10 9600p,AMD A10-9600P,2329,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd phenom ii x4 b45,AMD Phenom II X4 B45,2327,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core2 quad q9705,Intel Core2 Quad Q9705 @ 3.16GHz,2324,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon l5520,Intel Xeon L5520 @ 2.27GHz,2319,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel atom c2758,Intel Atom C2758 @ 2.40GHz,2317,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd athlon ii x4 641 quad core,AMD Athlon II X4 641 Quad-Core,2313,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i5 4210u,Intel Core i5-4210U @ 1.70GHz,2313,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel atom x7211e,Intel Atom x7211E,2309,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i5 4260u,Intel Core i5-4260U @ 1.40GHz,2308,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i3 2140,Intel Core i3-2140 @ 3.50GHz,2307,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i7 4550u,Intel Core i7-4550U @ 1.50GHz,2307,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel celeron g3920,Intel Celeron G3920 @ 2.90GHz,2305,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon x3350,Intel Xeon X3350 @ 2.66GHz,2305,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd phenom ii x4 b70,AMD Phenom II X4 B70,2303,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd a10 6700t apu,AMD A10-6700T APU,2299,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core2 extreme q6800,Intel Core2 Extreme Q6800 @ 2.93GHz,2292,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel pentium j4205,Intel Pentium J4205 @ 1.50GHz,2288,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel celeron g4930t,Intel Celeron G4930T @ 3.00GHz,2287,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel pentium 1403 v2,Intel Pentium 1403 v2 @ 2.60GHz,2284,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd opteron 3260 he,AMD Opteron 3260 HE,2283,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon x3353,Intel Xeon X3353 @ 2.66GHz,2283,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd athlon ii x4 640,AMD Athlon II X4 640,2282,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i3 3225,Intel Core i3-3225 @ 3.30GHz,2282,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i3 3220,Intel Core i3-3220 @ 3.30GHz,2280,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core m5 6y54,Intel Core m5-6Y54 @ 1.10GHz,2279,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd athlon x4 730,AMD Athlon X4 730,2278,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i3 6006u,Intel Core i3-6006U @ 2.00GHz,2276,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i7 940xm,Intel Core i7-940XM @ 2.13GHz,2269,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon e3 1220l,Intel Xeon E3-1220L @ 2.20GHz,2263,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon e5430,Intel Xeon E5430 @ 2.66GHz,2261,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd athlon ii x4 638 quad core,AMD Athlon II X4 638 Quad-Core,2260,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon l5430,Intel Xeon L5430 @ 2.66GHz,2260,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i5 650,Intel Core i5-650 @ 3.20GHz,2258,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel pentium 4415u,Intel Pentium 4415U @ 2.30GHz,2257,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd phenom ii x4 925,AMD Phenom II X4 925,2253,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd phenom ii x4 920,AMD Phenom II X4 920,2252,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i5 3427u,Intel Core i5-3427U @ 1.80GHz,2252,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel celeron g3930,Intel Celeron G3930 @ 2.90GHz,2251,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd athlon ii x4 635,AMD Athlon II X4 635,2250,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core2 quad q9500,Intel Core2 Quad Q9500 @ 2.83GHz,2250,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd a10 8700p,AMD A10-8700P,2247,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd pro a10 8730b,AMD PRO A10-8730B,2246,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel celeron n6211,Intel Celeron N6211 @ 1.20GHz,2245,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel pentium 4417u,Intel Pentium 4417U @ 2.30GHz,2245,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon x5472,Intel Xeon X5472 @ 3.00GHz,2243,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core2 extreme q6850,Intel Core2 Extreme Q6850 @ 3.00GHz,2241,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i5 2520m,Intel Core i5-2520M @ 2.50GHz,2240,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel celeron j3455,Intel Celeron J3455 @ 1.50GHz,2236,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel pentium 5405u,Intel Pentium 5405U @ 2.30GHz,2236,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i3 3210,Intel Core i3-3210 @ 3.20GHz,2231,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd phenom fx 7750 quad core,AMD Phenom FX-7750 Quad-Core,2227,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel atom x7211re,Intel Atom x7211RE,2221,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel celeron g4900t,Intel Celeron G4900T @ 2.90GHz,2221,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd a6 3670 apu,AMD A6-3670 APU,2219,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel celeron g3930te,Intel Celeron G3930TE @ 2.70GHz,2218,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon e5462,Intel Xeon E5462 @ 2.80GHz,2213,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel pentium g3440,Intel Pentium G3440 @ 3.30GHz,2210,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i3 5020u,Intel Core i3-5020U @ 2.20GHz,2206,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i5 8200y,Intel Core i5-8200Y @ 1.30GHz,2205,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd phenom ii x4 973,AMD Phenom II X4 973,2204,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd pro a8 9600b,AMD PRO A8-9600B,2204,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core2 quad q9450,Intel Core2 Quad Q9450 @ 2.66GHz,2203,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd a8 6500b apu,AMD A8-6500B APU,2198,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon l5506,Intel Xeon L5506 @ 2.13GHz,2198,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd pro a8 8600b,AMD PRO A8-8600B,2197,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i7 3555le,Intel Core i7-3555LE @ 2.50GHz,2195,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i3 21050,Intel Core i3-21050 @ 3.10GHz,2193,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel celeron g5900t,Intel Celeron G5900T @ 3.20GHz,2192,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel celeron j3455e,Intel Celeron J3455E @ 1.50GHz,2191,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel pentium g3450,Intel Pentium G3450 @ 3.40GHz,2191,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel pentium g4400te,Intel Pentium G4400TE @ 2.40GHz,2190,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd opteron 1385,AMD Opteron 1385,2185,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd a8 3820 apu,AMD A8-3820 APU,2181,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i5 4200u,Intel Core i5-4200U @ 1.60GHz,2180,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd athlon ii x4 630,AMD Athlon II X4 630,2173,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i5 3437u,Intel Core i5-3437U @ 1.90GHz,2169,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core m3 6y30,Intel Core m3-6Y30 @ 0.90GHz,2169,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel celeron g3900,Intel Celeron G3900 @ 2.80GHz,2167,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core2 quad q9400,Intel Core2 Quad Q9400 @ 2.66GHz,2164,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd phenom ii x4 b93,AMD Phenom II X4 B93,2159,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core2 quad q9505,Intel Core2 Quad Q9505 @ 2.83GHz,2159,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd a8 7200p,AMD A8-7200P,2158,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd a8 7690k,AMD A8-7690K,2157,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel pentium n4200,Intel Pentium N4200 @ 1.10GHz,2156,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd firepro a320 apu,AMD FirePro A320 APU,2153,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i3 5010u,Intel Core i3-5010U @ 2.10GHz,2152,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon l5420,Intel Xeon L5420 @ 2.50GHz,2143,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd phenom ii x4 910e,AMD Phenom II X4 910e,2141,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd pro a10 8700b,AMD PRO A10-8700B,2140,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel pentium g3460,Intel Pentium G3460 @ 3.50GHz,2139,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd a10 7400p,AMD A10-7400P,2134,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i5 4250u,Intel Core i5-4250U @ 1.30GHz,2130,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel atom x6414re,Intel Atom x6414RE @ 1.50GHz,2128,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel pentium g3430,Intel Pentium G3430 @ 3.30GHz,2127,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel pentium 4405u,Intel Pentium 4405U @ 2.10GHz,2125,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd athlon x4 640,AMD Athlon X4 640,2115,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd 3015ce,AMD 3015Ce,2113,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i7 3517u,Intel Core i7-3517U @ 1.90GHz,2113,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd phenom ii x4 820,AMD Phenom II X4 820,2108,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd phenom ii x4 b25,AMD Phenom II X4 B25,2108,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel pentium g3440t,Intel Pentium G3440T @ 2.80GHz,2107,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd athlon ii x4 631 quad core,AMD Athlon II X4 631 Quad-Core,2106,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd phenom ii x4 830,AMD Phenom II X4 830,2104,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon x3330,Intel Xeon X3330 @ 2.66GHz,2102,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i7 640m,Intel Core i7-640M @ 2.80GHz,2100,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core2 quad q6700,Intel Core2 Quad Q6700 @ 2.66GHz,2095,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel pentium g2140,Intel Pentium G2140 @ 3.30GHz,2095,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel pentium g3260,Intel Pentium G3260 @ 3.30GHz,2093,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd a6 3650 apu,AMD A6-3650 APU,2092,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i5 3337u,Intel Core i5-3337U @ 1.80GHz,2090,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i3 3240t,Intel Core i3-3240T @ 2.90GHz,2087,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core2 quad q8400,Intel Core2 Quad Q8400 @ 2.66GHz,2086,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon x3320,Intel Xeon X3320 @ 2.50GHz,2082,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd phenom 2 x4 12000,AMD Phenom 2 X4 12000,2080,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i5 2450m,Intel Core i5-2450M @ 2.50GHz,2080,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd opteron 1389,AMD Opteron 1389,2079,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd opteron 2386 se,AMD Opteron 2386 SE,2074,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i7 610e,Intel Core i7-610E @ 2.53GHz,2071,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i3 2130,Intel Core i3-2130 @ 3.40GHz,2066,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel pentium g3258,Intel Pentium G3258 @ 3.20GHz,2066,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd opteron 3250 he,AMD Opteron 3250 HE,2061,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd opteron 4162 ee,AMD Opteron 4162 EE,2058,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon x3230,Intel Xeon X3230 @ 2.66GHz,2052,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd a8 3800 apu,AMD A8-3800 APU,2051,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd phenom ii x4 810,AMD Phenom II X4 810,2049,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd phenom ii 42 twkr black edition,AMD Phenom II 42 TWKR Black Edition,2046,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon e5420,Intel Xeon E5420 @ 2.50GHz,2044,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel atom x7 e3950,Intel Atom x7-E3950 @ 1.60GHz,2043,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd a10 5750m apu,AMD A10-5750M APU,2040,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i5 2435m,Intel Core i5-2435M @ 2.40GHz,2039,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon x5355,Intel Xeon X5355 @ 2.66GHz,2039,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i7 840qm,Intel Core i7-840QM @ 1.87GHz,2038,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel pentium g3460t,Intel Pentium G3460T @ 3.00GHz,2036,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel celeron g3900e,Intel Celeron G3900E @ 2.40GHz,2034,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i3 4330te,Intel Core i3-4330TE @ 2.40GHz,2034,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel celeron 6305,Intel Celeron 6305 @ 1.80GHz,2032,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i7 920xm,Intel Core i7-920XM @ 2.00GHz,2032,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon e5410,Intel Xeon E5410 @ 2.33GHz,2032,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel pentium g3420,Intel Pentium G3420 @ 3.20GHz,2031,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon x3323,Intel Xeon X3323 @ 2.50GHz,2030,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i3 2102,Intel Core i3-2102 @ 3.10GHz,2029,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel xeon e7 2830,Intel Xeon E7- 2830 @ 2.13GHz,2027,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd athlon ii x4 615e,AMD Athlon II X4 615e,2024,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd opteron 2384,AMD Opteron 2384,2024,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel celeron g3930t,Intel Celeron G3930T @ 2.70GHz,2023,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i5 2430m,Intel Core i5-2430M @ 2.40GHz,2022,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel celeron 6305e,Intel Celeron 6305E @ 1.80GHz,2021,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel pentium g3250,Intel Pentium G3250 @ 3.20GHz,2020,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel celeron n4505,Intel Celeron N4505 @ 2.00GHz,2018,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core2 quad q9300,Intel Core2 Quad Q9300 @ 2.50GHz,2018,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i5 655k,Intel Core i5-655K @ 3.20GHz,2017,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i3 5015u,Intel Core i3-5015U @ 2.10GHz,2015,,,,PassMark (passmark_single_cpu_intel_amd.csv)
amd phenom ii x4 905e,AMD Phenom II X4 905e,2014,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core2 extreme q9200,Intel Core2 Extreme Q9200 @ 2.40GHz,2011,,,,PassMark (passmark_single_cpu_intel_amd.csv)
intel core i3 5005u,Intel Core i3-5005U @ 2.00GHz,2010,,,,PassMark (passmark_single_cpu_intel_amd.csv)
